unit_id,station_id,zone,is_sensored,entry_time_s,exit_time_s,cycle_time_s,takt_time_s,torque_reading,true_cycle_time_s,pass_fail,defect_flag,defect_cause
VEH-0130,31,Final Assembly,TRUE,1418.82,1475.02,56.2,54.3,,56.2,,0,
VEH-0130,32,Final Assembly,TRUE,1475.02,1510.12,35.1,36.8,,35.1,PASS,0,
VEH-0130,33,Final Assembly,TRUE,1510.12,1541.79,31.67,32.6,46.68,31.67,,0,
VEH-0130,34,Final Assembly,TRUE,1541.79,1602.82,61.03,68,,61.03,,0,
VEH-0130,35,Final Assembly,TRUE,1602.82,1669.08,66.26,68.6,,66.26,,0,
VEH-0130,36,Final Assembly,TRUE,1669.08,1727.23,58.15,62.3,45.35,58.15,,0,
VEH-0130,37,Final Assembly,TRUE,1727.23,1768.54,41.31,42.2,,41.31,,0,
VEH-0130,38,Final Assembly,TRUE,1768.54,1803.5,34.96,33.9,,34.96,,0,
VEH-0130,39,Final Assembly,FALSE,1803.5,1860.59,,57.4,,57.09,,0,
VEH-0130,40,Final Assembly,TRUE,1860.59,1904.51,43.92,47.6,,43.92,,0,
VEH-0131,1,Body,FALSE,0,45.92,,45,,45.92,,0,
VEH-0131,2,Body,FALSE,45.92,111.89,,68,,65.97,,0,
VEH-0131,3,Body,FALSE,111.89,175.61,,59.3,,63.72,,0,
VEH-0131,4,Body,TRUE,175.61,229.08,53.47,53.9,,53.47,,0,
VEH-0131,5,Body,TRUE,229.08,266.4,37.32,36.2,,37.32,PASS,0,
VEH-0131,6,Body,FALSE,266.4,305.23,,36.2,,38.83,,0,
VEH-0131,7,Body,FALSE,305.23,339.19,,32.3,,33.96,,0,
VEH-0131,8,Body,FALSE,339.19,402.61,,64.6,,63.42,,0,
VEH-0131,9,Body,FALSE,402.61,457.81,,54,,55.2,PASS,0,
VEH-0131,10,Body,TRUE,457.81,518.59,60.78,58.3,,60.78,,0,
VEH-0131,11,Body,TRUE,518.59,550.76,32.17,30.8,,32.17,PASS,0,
VEH-0131,12,Body,TRUE,550.76,615.73,64.97,68.8,,64.97,,0,
VEH-0131,13,Body,TRUE,615.73,676.95,61.22,63.3,46.49,61.22,PASS,0,
VEH-0131,14,Body,TRUE,676.95,713.98,37.03,38.5,44.55,37.03,,0,
VEH-0131,15,Body,FALSE,713.98,754.21,,37.3,,40.23,PASS,0,
VEH-0131,16,Paint,FALSE,754.21,791.42,,37.3,,37.21,,0,
VEH-0131,17,Paint,TRUE,791.42,832.09,40.67,42.2,,40.67,,0,
VEH-0131,18,Paint,FALSE,832.09,880.85,,51,,48.76,,0,
VEH-0131,19,Paint,TRUE,880.85,928.94,48.09,47.3,43,48.09,,0,
VEH-0131,20,Paint,TRUE,928.94,970.03,41.09,41.6,,41.09,,0,
VEH-0131,21,Paint,TRUE,970.03,1025.44,55.41,54.5,,55.41,,0,
VEH-0131,22,Paint,TRUE,1025.44,1063.35,37.91,35.6,,37.91,PASS,0,
VEH-0131,23,Final Assembly,TRUE,1063.35,1106.45,43.1,41.7,,43.1,,0,
VEH-0131,24,Final Assembly,TRUE,1106.45,1149.55,43.1,44.7,,43.1,,0,
VEH-0131,25,Final Assembly,TRUE,1149.55,1200.59,51.04,48.2,,51.04,,0,
VEH-0131,26,Final Assembly,TRUE,1200.59,1261.07,60.48,61.4,,60.48,PASS,0,
VEH-0131,27,Final Assembly,TRUE,1261.07,1296.72,35.65,38,44.74,35.65,,0,
VEH-0131,28,Final Assembly,FALSE,1296.72,1350.96,,50.6,,54.24,,0,
VEH-0131,29,Final Assembly,TRUE,1350.96,1405.1,54.14,53.7,45.02,54.14,,0,
VEH-0131,30,Final Assembly,TRUE,1405.1,1439.6,34.5,31.9,,34.5,,0,
VEH-0131,31,Final Assembly,TRUE,1439.6,1490.02,50.42,54.3,,50.42,,0,
VEH-0131,33,Final Assembly,TRUE,1524.45,1554.42,29.97,32.6,45.56,29.97,,0,
VEH-0131,34,Final Assembly,TRUE,1554.42,1622.99,68.57,68,,68.57,,0,
VEH-0131,35,Final Assembly,TRUE,1622.99,1696.88,73.89,68.6,,73.89,,0,
VEH-0131,36,Final Assembly,TRUE,1696.88,1759.94,63.06,62.3,44.39,63.06,,0,
VEH-0131,37,Final Assembly,TRUE,1759.94,1802.14,42.2,42.2,,42.2,,0,
VEH-0131,38,Final Assembly,TRUE,1802.14,1836.24,34.1,33.9,,34.1,,0,
VEH-0131,39,Final Assembly,FALSE,1836.24,1888.84,,57.4,,52.6,,0,
VEH-0131,40,Final Assembly,TRUE,1888.84,1942.89,54.05,47.6,,54.05,,0,
VEH-0132,1,Body,FALSE,0,46.17,,45,,46.17,,0,
VEH-0132,2,Body,FALSE,46.17,112.36,,68,,66.19,,0,
VEH-0132,3,Body,FALSE,112.36,173.74,,59.3,,61.38,,0,
VEH-0132,4,Body,TRUE,173.74,229.79,56.05,53.9,,56.05,,0,
VEH-0132,5,Body,TRUE,229.79,268.95,39.16,36.2,,39.16,PASS,0,
VEH-0132,6,Body,FALSE,268.95,301.24,,36.2,,32.29,,0,
VEH-0132,7,Body,FALSE,301.24,332.52,,32.3,,31.28,,0,
VEH-0132,8,Body,FALSE,332.52,404.87,,64.6,,72.35,,0,
VEH-0132,10,Body,TRUE,455.09,515.74,60.65,58.3,,60.65,,0,
VEH-0132,11,Body,TRUE,515.74,548.29,32.55,30.8,,32.55,PASS,0,
VEH-0132,12,Body,TRUE,548.29,616.99,68.7,68.8,,68.7,,0,
VEH-0132,13,Body,TRUE,616.99,675.78,58.79,63.3,44.82,58.79,PASS,0,
VEH-0132,14,Body,TRUE,675.78,717.1,41.32,38.5,47.31,41.32,,0,
VEH-0132,15,Body,FALSE,717.1,754.79,,37.3,,37.69,PASS,0,
VEH-0132,16,Paint,FALSE,754.79,790.27,,37.3,,35.48,,0,
VEH-0132,17,Paint,TRUE,790.27,836.14,45.87,42.2,,45.87,,0,
VEH-0132,18,Paint,FALSE,836.14,889.23,,51,,53.09,,0,
VEH-0132,19,Paint,TRUE,889.23,934.38,45.15,47.3,45.51,45.15,,0,
VEH-0132,20,Paint,TRUE,934.38,976.6,42.22,41.6,,42.22,,0,
VEH-0132,21,Paint,TRUE,976.6,1029.36,52.76,54.5,,52.76,,0,
VEH-0132,22,Paint,TRUE,1029.36,1065.58,36.22,35.6,,36.22,PASS,0,
VEH-0132,23,Final Assembly,TRUE,1065.58,1109.59,44.01,41.7,,44.01,,0,
VEH-0132,24,Final Assembly,TRUE,1109.59,1153.63,44.04,44.7,,44.04,,0,
VEH-0132,25,Final Assembly,TRUE,1153.63,1204.74,51.11,48.2,,51.11,,0,
VEH-0132,26,Final Assembly,TRUE,1204.74,1260.75,56.01,61.4,,56.01,PASS,0,
VEH-0132,27,Final Assembly,TRUE,1260.75,1302.96,42.21,38,45.09,42.21,,0,
VEH-0132,28,Final Assembly,FALSE,1302.96,1356.27,,50.6,,53.31,,0,
VEH-0132,29,Final Assembly,TRUE,1356.27,1410.56,54.29,53.7,43.76,54.29,,0,
VEH-0132,30,Final Assembly,TRUE,1410.56,1442.4,31.84,31.9,,31.84,,0,
VEH-0132,31,Final Assembly,TRUE,1442.4,1491.53,49.13,54.3,,49.13,,0,
VEH-0132,32,Final Assembly,TRUE,1491.53,1529.6,38.07,36.8,,38.07,PASS,0,
VEH-0132,33,Final Assembly,TRUE,1529.6,1562.52,32.92,32.6,44.71,32.92,,0,
VEH-0132,34,Final Assembly,TRUE,1562.52,1633.08,70.56,68,,70.56,,0,
VEH-0132,35,Final Assembly,TRUE,1633.08,1701.81,68.73,68.6,,68.73,,0,
VEH-0132,36,Final Assembly,TRUE,1701.81,1766,64.19,62.3,46.44,64.19,,0,
VEH-0132,37,Final Assembly,TRUE,1766,1807.04,41.04,42.2,,41.04,,0,
VEH-0132,38,Final Assembly,TRUE,1807.04,1839.52,32.48,33.9,,32.48,,0,
VEH-0132,39,Final Assembly,FALSE,1839.52,1891.98,,57.4,,52.46,,0,
VEH-0132,40,Final Assembly,TRUE,1891.98,1939.87,47.89,47.6,,47.89,,0,
VEH-0133,1,Body,FALSE,0,43.7,,45,,43.7,,0,
VEH-0133,2,Body,FALSE,43.7,108.65,,68,,64.95,,0,
VEH-0133,3,Body,FALSE,108.65,166.62,,59.3,,57.97,,0,
VEH-0133,4,Body,TRUE,166.62,221.15,54.53,53.9,,54.53,,0,
VEH-0133,5,Body,TRUE,221.15,258.43,37.28,36.2,,37.28,PASS,0,
VEH-0133,6,Body,FALSE,258.43,296.17,,36.2,,37.74,,0,
VEH-0133,7,Body,FALSE,296.17,327.67,,32.3,,31.5,,0,
VEH-0133,8,Body,FALSE,327.67,396.93,,64.6,,69.26,,0,
VEH-0133,9,Body,FALSE,396.93,453.53,,54,,56.6,PASS,0,
VEH-0133,10,Body,TRUE,453.53,515.23,61.7,58.3,,61.7,,0,
VEH-0133,11,Body,TRUE,515.23,545.94,30.71,30.8,,30.71,PASS,0,
VEH-0133,12,Body,TRUE,545.94,613.98,68.04,68.8,,68.04,,0,
VEH-0133,13,Body,TRUE,613.98,677.89,63.91,63.3,43.28,63.91,PASS,0,
VEH-0133,14,Body,TRUE,677.89,716.02,38.13,38.5,46.12,38.13,,0,
VEH-0133,15,Body,FALSE,716.02,754.51,,37.3,,38.49,PASS,0,
VEH-0133,16,Paint,FALSE,754.51,791.31,,37.3,,36.8,,0,
VEH-0133,17,Paint,TRUE,791.31,833.97,42.66,42.2,,42.66,,0,
VEH-0133,18,Paint,FALSE,833.97,882.87,,51,,48.9,,0,
VEH-0133,19,Paint,TRUE,882.87,931.83,48.96,47.3,44.88,48.96,,0,
VEH-0133,20,Paint,TRUE,931.83,972.86,41.03,41.6,,41.03,,0,
VEH-0133,21,Paint,TRUE,972.86,1026.37,53.51,54.5,,53.51,,0,
VEH-0133,22,Paint,TRUE,1026.37,1061.86,35.49,35.6,,35.49,PASS,0,
VEH-0133,23,Final Assembly,TRUE,1061.86,1102.62,40.76,41.7,,40.76,,0,
VEH-0133,24,Final Assembly,TRUE,1102.62,1148.79,46.17,44.7,,46.17,,0,
VEH-0133,25,Final Assembly,TRUE,1148.79,1196.04,47.25,48.2,,47.25,,0,
VEH-0133,26,Final Assembly,TRUE,1196.04,1262.33,66.29,61.4,,66.29,PASS,0,
VEH-0133,27,Final Assembly,TRUE,1262.33,1303.11,40.78,38,43.66,40.78,,0,
VEH-0133,28,Final Assembly,FALSE,1303.11,1353.89,,50.6,,50.78,,0,
VEH-0133,29,Final Assembly,TRUE,1353.89,1405.84,51.95,53.7,44.51,51.95,,0,
VEH-0133,30,Final Assembly,TRUE,1405.84,1440.92,35.08,31.9,,35.08,,0,
VEH-0133,31,Final Assembly,TRUE,1440.92,1494.39,53.47,54.3,,53.47,,0,
VEH-0133,32,Final Assembly,TRUE,1494.39,1531.85,37.46,36.8,,37.46,PASS,0,
VEH-0133,33,Final Assembly,TRUE,1531.85,1565.33,33.48,32.6,43.5,33.48,,0,
VEH-0133,34,Final Assembly,TRUE,1565.33,1630.42,65.09,68,,65.09,,0,
VEH-0133,35,Final Assembly,TRUE,1630.42,1694.88,64.46,68.6,,64.46,,0,
VEH-0133,36,Final Assembly,TRUE,1694.88,1754.42,59.54,62.3,40.72,59.54,,0,
VEH-0133,37,Final Assembly,TRUE,1754.42,1797.77,43.35,42.2,,43.35,,0,
VEH-0133,38,Final Assembly,TRUE,1797.77,1835.16,37.39,33.9,,37.39,,0,
VEH-0133,39,Final Assembly,FALSE,1835.16,1892.98,,57.4,,57.82,,0,
VEH-0133,40,Final Assembly,TRUE,1892.98,1937.21,44.23,47.6,,44.23,,0,
VEH-0134,1,Body,FALSE,0,43.55,,45,,43.55,,0,
VEH-0134,2,Body,FALSE,43.55,111.25,,68,,67.7,,0,
VEH-0134,3,Body,FALSE,111.25,168.51,,59.3,,57.26,,0,
VEH-0134,4,Body,TRUE,168.51,222.24,53.73,53.9,,53.73,,0,
VEH-0134,5,Body,TRUE,222.24,255.97,33.73,36.2,,33.73,PASS,0,
VEH-0134,6,Body,FALSE,255.97,289.61,,36.2,,33.64,,0,
VEH-0134,7,Body,FALSE,289.61,324,,32.3,,34.39,,0,
VEH-0134,8,Body,FALSE,324,387.32,,64.6,,63.32,,0,
VEH-0134,9,Body,FALSE,387.32,443.71,,54,,56.39,PASS,0,
VEH-0134,10,Body,TRUE,443.71,496.48,52.77,58.3,,52.77,,0,
VEH-0134,12,Body,TRUE,528.25,596.34,68.09,68.8,,68.09,,0,
VEH-0134,13,Body,TRUE,596.34,663.83,67.49,63.3,44.5,67.49,PASS,0,
VEH-0134,14,Body,TRUE,663.83,698.45,34.62,38.5,44.72,34.62,,0,
VEH-0134,15,Body,FALSE,698.45,736.05,,37.3,,37.6,PASS,0,
VEH-0134,16,Paint,FALSE,736.05,773.1,,37.3,,37.05,,0,
VEH-0134,17,Paint,TRUE,773.1,816.51,43.41,42.2,,43.41,,0,
VEH-0134,18,Paint,FALSE,816.51,866.07,,51,,49.56,,0,
VEH-0134,19,Paint,TRUE,866.07,910.39,44.32,47.3,43.5,44.32,,0,
VEH-0134,20,Paint,TRUE,910.39,950.92,40.53,41.6,,40.53,,0,
VEH-0134,21,Paint,TRUE,950.92,1003.99,53.07,54.5,,53.07,,0,
VEH-0134,22,Paint,TRUE,1003.99,1043.87,39.88,35.6,,39.88,PASS,0,
VEH-0134,23,Final Assembly,TRUE,1043.87,1088.19,44.32,41.7,,44.32,,0,
VEH-0134,24,Final Assembly,TRUE,1088.19,1134.43,46.24,44.7,,46.24,,0,
VEH-0134,25,Final Assembly,TRUE,1134.43,1183.7,49.27,48.2,,49.27,,0,
VEH-0134,26,Final Assembly,TRUE,1183.7,1246.02,62.32,61.4,,62.32,PASS,0,
VEH-0134,27,Final Assembly,TRUE,1246.02,1284.6,38.58,38,45.24,38.58,,0,
VEH-0134,28,Final Assembly,FALSE,1284.6,1335.3,,50.6,,50.7,,0,
VEH-0134,29,Final Assembly,TRUE,1335.3,1383.37,48.07,53.7,44.45,48.07,,0,
VEH-0134,30,Final Assembly,TRUE,1383.37,1414.89,31.52,31.9,,31.52,,0,
VEH-0134,31,Final Assembly,TRUE,1414.89,1467.16,52.27,54.3,,52.27,,0,
VEH-0134,32,Final Assembly,TRUE,1467.16,1502.94,35.78,36.8,,35.78,PASS,0,
VEH-0134,33,Final Assembly,TRUE,1502.94,1536.03,33.09,32.6,46.15,33.09,,0,
VEH-0134,34,Final Assembly,TRUE,1536.03,1605.05,69.02,68,,69.02,,0,
VEH-0134,35,Final Assembly,TRUE,1605.05,1676.2,71.15,68.6,,71.15,,0,
VEH-0134,36,Final Assembly,TRUE,1676.2,1740.87,64.67,62.3,44.55,64.67,,0,
VEH-0134,37,Final Assembly,TRUE,1740.87,1784.18,43.31,42.2,,43.31,,0,
VEH-0134,38,Final Assembly,TRUE,1784.18,1815.11,30.93,33.9,,30.93,,0,
VEH-0134,39,Final Assembly,FALSE,1815.11,1871.41,,57.4,,56.3,,0,
VEH-0134,40,Final Assembly,TRUE,1871.41,1917.82,46.41,47.6,,46.41,,0,
VEH-0135,1,Body,FALSE,0,40.56,,45,,40.56,,0,
VEH-0135,2,Body,FALSE,40.56,109.54,,68,,68.98,,0,
VEH-0135,3,Body,FALSE,109.54,164.57,,59.3,,55.03,,0,
VEH-0135,4,Body,TRUE,164.57,219.67,55.1,53.9,,55.1,,0,
VEH-0135,6,Body,FALSE,256.61,291.11,,36.2,,34.5,,0,
VEH-0135,7,Body,FALSE,291.11,325.21,,32.3,,34.1,,0,
VEH-0135,8,Body,FALSE,325.21,396.53,,64.6,,71.32,,0,
VEH-0135,9,Body,FALSE,396.53,453.16,,54,,56.63,PASS,0,
VEH-0135,10,Body,TRUE,453.16,511.49,58.33,58.3,,58.33,,0,
VEH-0135,12,Body,TRUE,540.11,612.27,72.16,68.8,,72.16,,0,
VEH-0135,13,Body,TRUE,612.27,674.71,62.44,63.3,42.92,62.44,PASS,0,
VEH-0135,14,Body,TRUE,674.71,715.82,41.11,38.5,48.15,41.11,,0,
VEH-0135,15,Body,FALSE,715.82,753.04,,37.3,,37.22,PASS,0,
VEH-0135,16,Paint,FALSE,753.04,794.36,,37.3,,41.32,,0,
VEH-0135,17,Paint,TRUE,794.36,836.75,42.39,42.2,,42.39,,0,
VEH-0135,18,Paint,FALSE,836.75,886.78,,51,,50.03,,0,
VEH-0135,19,Paint,TRUE,886.78,932.59,45.81,47.3,47.46,45.81,,0,
VEH-0135,20,Paint,TRUE,932.59,972.57,39.98,41.6,,39.98,,0,
VEH-0135,21,Paint,TRUE,972.57,1029.08,56.51,54.5,,56.51,,0,
VEH-0135,22,Paint,TRUE,1029.08,1063.68,34.6,35.6,,34.6,PASS,0,
VEH-0135,23,Final Assembly,TRUE,1063.68,1104.42,40.74,41.7,,40.74,,0,
VEH-0135,24,Final Assembly,TRUE,1104.42,1151.43,47.01,44.7,,47.01,,0,
VEH-0135,25,Final Assembly,TRUE,1151.43,1198.71,47.28,48.2,,47.28,,0,
VEH-0135,26,Final Assembly,TRUE,1198.71,1258.87,60.16,61.4,,60.16,PASS,0,
VEH-0135,27,Final Assembly,TRUE,1258.87,1299.02,40.15,38,47.4,40.15,,0,
VEH-0135,28,Final Assembly,FALSE,1299.02,1351.25,,50.6,,52.23,,0,
VEH-0135,29,Final Assembly,TRUE,1351.25,1403.19,51.94,53.7,44.23,51.94,,0,
VEH-0135,30,Final Assembly,TRUE,1403.19,1435.22,32.03,31.9,,32.03,,0,
VEH-0135,31,Final Assembly,TRUE,1435.22,1490.39,55.17,54.3,,55.17,,0,
VEH-0135,33,Final Assembly,TRUE,1525.37,1559.15,33.78,32.6,45.13,33.78,,0,
VEH-0135,34,Final Assembly,TRUE,1559.15,1621.32,62.17,68,,62.17,,0,
VEH-0135,35,Final Assembly,TRUE,1621.32,1686.73,65.41,68.6,,65.41,,0,
VEH-0135,36,Final Assembly,TRUE,1686.73,1747.46,60.73,62.3,44.89,60.73,,0,
VEH-0135,37,Final Assembly,TRUE,1747.46,1793.65,46.19,42.2,,46.19,,0,
VEH-0135,38,Final Assembly,TRUE,1793.65,1827.95,34.3,33.9,,34.3,,0,
VEH-0135,39,Final Assembly,FALSE,1827.95,1882.94,,57.4,,54.99,,0,
VEH-0135,40,Final Assembly,TRUE,1882.94,1931.07,48.13,47.6,,48.13,,0,
VEH-0136,1,Body,FALSE,0,44.21,,45,,44.21,,0,
VEH-0136,2,Body,FALSE,44.21,115.16,,68,,70.95,,0,
VEH-0136,3,Body,FALSE,115.16,180.17,,59.3,,65.01,,0,
VEH-0136,4,Body,TRUE,180.17,232.76,52.59,53.9,,52.59,,0,
VEH-0136,5,Body,TRUE,232.76,269.06,36.3,36.2,,36.3,PASS,0,
VEH-0136,6,Body,FALSE,269.06,306.71,,36.2,,37.65,,0,
VEH-0136,7,Body,FALSE,306.71,338.92,,32.3,,32.21,,0,
VEH-0136,8,Body,FALSE,338.92,413.13,,64.6,,74.21,,0,
VEH-0136,10,Body,TRUE,463.49,523.77,60.28,58.3,,60.28,,0,
VEH-0136,11,Body,TRUE,523.77,555.6,31.83,30.8,,31.83,PASS,0,
VEH-0136,12,Body,TRUE,555.6,628.36,72.76,68.8,,72.76,,0,
VEH-0136,14,Body,TRUE,691.86,729.88,38.02,38.5,43.8,38.02,,0,
VEH-0136,15,Body,FALSE,729.88,765.42,,37.3,,35.54,PASS,0,
VEH-0136,16,Paint,FALSE,765.42,800.04,,37.3,,34.62,,0,
VEH-0136,17,Paint,TRUE,800.04,841.31,41.27,42.2,,41.27,,0,
VEH-0136,18,Paint,FALSE,841.31,893.1,,51,,51.79,,0,
VEH-0136,19,Paint,TRUE,893.1,939.91,46.81,47.3,45.3,46.81,,0,
VEH-0136,20,Paint,TRUE,939.91,984.08,44.17,41.6,,44.17,,0,
VEH-0136,21,Paint,TRUE,984.08,1037.17,53.09,54.5,,53.09,,0,
VEH-0136,22,Paint,TRUE,1037.17,1076.94,39.77,35.6,,39.77,PASS,0,
VEH-0136,23,Final Assembly,TRUE,1076.94,1120.22,43.28,41.7,,43.28,,0,
VEH-0136,24,Final Assembly,TRUE,1120.22,1164.48,44.26,44.7,,44.26,,0,
VEH-0136,25,Final Assembly,TRUE,1164.48,1212.15,47.67,48.2,,47.67,,0,
VEH-0136,26,Final Assembly,TRUE,1212.15,1270.46,58.31,61.4,,58.31,PASS,0,
VEH-0136,27,Final Assembly,TRUE,1270.46,1308.41,37.95,38,41.76,37.95,,0,
VEH-0136,28,Final Assembly,FALSE,1308.41,1362.19,,50.6,,53.78,,0,
VEH-0136,29,Final Assembly,TRUE,1362.19,1408.31,46.12,53.7,45.06,46.12,,0,
VEH-0136,30,Final Assembly,TRUE,1408.31,1438.39,30.08,31.9,,30.08,,0,
VEH-0136,31,Final Assembly,TRUE,1438.39,1490.79,52.4,54.3,,52.4,,0,
VEH-0136,32,Final Assembly,TRUE,1490.79,1526.54,35.75,36.8,,35.75,PASS,0,
VEH-0136,33,Final Assembly,TRUE,1526.54,1562.28,35.74,32.6,43.35,35.74,,0,
VEH-0136,34,Final Assembly,TRUE,1562.28,1633.39,71.11,68,,71.11,,0,
VEH-0136,35,Final Assembly,TRUE,1633.39,1705.97,72.58,68.6,,72.58,,0,
VEH-0136,36,Final Assembly,TRUE,1705.97,1760.97,55,62.3,44.08,55,,0,
VEH-0136,37,Final Assembly,TRUE,1760.97,1806.3,45.33,42.2,,45.33,,0,
VEH-0136,38,Final Assembly,TRUE,1806.3,1837.96,31.66,33.9,,31.66,,0,
VEH-0136,39,Final Assembly,FALSE,1837.96,1898.8,,57.4,,60.84,,0,
VEH-0136,40,Final Assembly,TRUE,1898.8,1946.36,47.56,47.6,,47.56,,0,
VEH-0137,1,Body,FALSE,0,42.57,,45,,42.57,,0,
VEH-0137,2,Body,FALSE,42.57,106.57,,68,,64,,0,
VEH-0137,3,Body,FALSE,106.57,164.62,,59.3,,58.05,,0,
VEH-0137,4,Body,TRUE,164.62,217.2,52.58,53.9,,52.58,,0,
VEH-0137,5,Body,TRUE,217.2,252.43,35.23,36.2,,35.23,PASS,0,
VEH-0137,6,Body,FALSE,252.43,289.47,,36.2,,37.04,,0,
VEH-0137,7,Body,FALSE,289.47,321.9,,32.3,,32.43,,0,
VEH-0137,8,Body,FALSE,321.9,390.06,,64.6,,68.16,,0,
VEH-0137,9,Body,FALSE,390.06,444.55,,54,,54.49,PASS,0,
VEH-0137,10,Body,TRUE,444.55,499.95,55.4,58.3,,55.4,,0,
VEH-0137,11,Body,TRUE,499.95,530.91,30.96,30.8,,30.96,PASS,0,
VEH-0137,12,Body,TRUE,530.91,600.23,69.32,68.8,,69.32,,0,
VEH-0137,13,Body,TRUE,600.23,658.77,58.54,63.3,46.49,58.54,PASS,0,
VEH-0137,14,Body,TRUE,658.77,695.57,36.8,38.5,45.14,36.8,,0,
VEH-0137,15,Body,FALSE,695.57,735.04,,37.3,,39.47,PASS,0,
VEH-0137,16,Paint,FALSE,735.04,774.06,,37.3,,39.02,,0,
VEH-0137,17,Paint,TRUE,774.06,816.33,42.27,42.2,,42.27,,0,
VEH-0137,18,Paint,FALSE,816.33,866.41,,51,,50.08,,0,
VEH-0137,19,Paint,TRUE,866.41,915.95,49.54,47.3,46.01,49.54,,0,
VEH-0137,20,Paint,TRUE,915.95,956.26,40.31,41.6,,40.31,,0,
VEH-0137,21,Paint,TRUE,956.26,1008.59,52.33,54.5,,52.33,,0,
VEH-0137,22,Paint,TRUE,1008.59,1040.5,31.91,35.6,,31.91,PASS,0,
VEH-0137,23,Final Assembly,TRUE,1040.5,1082.52,42.02,41.7,,42.02,,0,
VEH-0137,24,Final Assembly,TRUE,1082.52,1127.03,44.51,44.7,,44.51,,0,
VEH-0137,25,Final Assembly,TRUE,1127.03,1177.97,50.94,48.2,,50.94,,0,
VEH-0137,26,Final Assembly,TRUE,1177.97,1240.47,62.5,61.4,,62.5,PASS,0,
VEH-0137,27,Final Assembly,TRUE,1240.47,1281.01,40.54,38,43.95,40.54,,0,
VEH-0137,28,Final Assembly,FALSE,1281.01,1334.49,,50.6,,53.48,,0,
VEH-0137,29,Final Assembly,TRUE,1334.49,1386.77,52.28,53.7,46.17,52.28,,0,
VEH-0137,30,Final Assembly,TRUE,1386.77,1416.35,29.58,31.9,,29.58,,0,
VEH-0137,31,Final Assembly,TRUE,1416.35,1471.29,54.94,54.3,,54.94,,0,
VEH-0137,32,Final Assembly,TRUE,1471.29,1504.44,33.15,36.8,,33.15,PASS,0,
VEH-0137,33,Final Assembly,TRUE,1504.44,1536.6,32.16,32.6,45.66,32.16,,0,
VEH-0137,34,Final Assembly,TRUE,1536.6,1602.83,66.23,68,,66.23,,0,
VEH-0137,35,Final Assembly,TRUE,1602.83,1667.83,65,68.6,,65,,0,
VEH-0137,36,Final Assembly,TRUE,1667.83,1732.77,64.94,62.3,44.84,64.94,,0,
VEH-0137,37,Final Assembly,TRUE,1732.77,1773.94,41.17,42.2,,41.17,,0,
VEH-0137,38,Final Assembly,TRUE,1773.94,1807.91,33.97,33.9,,33.97,,0,
VEH-0137,39,Final Assembly,FALSE,1807.91,1872.88,,57.4,,64.97,,0,
VEH-0137,40,Final Assembly,TRUE,1872.88,1923.23,50.35,47.6,,50.35,,0,
VEH-0138,1,Body,FALSE,0,47.62,,45,,47.62,,0,
VEH-0138,2,Body,FALSE,47.62,114.09,,68,,66.47,,0,
VEH-0138,3,Body,FALSE,114.09,176.54,,59.3,,62.45,,0,
VEH-0138,4,Body,TRUE,176.54,225.24,48.7,53.9,,48.7,,0,
VEH-0138,5,Body,TRUE,225.24,258.76,33.52,36.2,,33.52,PASS,0,
VEH-0138,6,Body,FALSE,258.76,296.16,,36.2,,37.4,,0,
VEH-0138,7,Body,FALSE,296.16,328.15,,32.3,,31.99,,0,
VEH-0138,8,Body,FALSE,328.15,396.87,,64.6,,68.72,,0,
VEH-0138,9,Body,FALSE,396.87,448.34,,54,,51.47,PASS,0,
VEH-0138,10,Body,TRUE,448.34,507.34,59,58.3,,59,,0,
VEH-0138,11,Body,TRUE,507.34,536.9,29.56,30.8,,29.56,PASS,0,
VEH-0138,12,Body,TRUE,536.9,605.95,69.05,68.8,,69.05,,0,
VEH-0138,13,Body,TRUE,605.95,665.58,59.63,63.3,44.73,59.63,PASS,0,
VEH-0138,14,Body,TRUE,665.58,707.99,42.41,38.5,44.36,42.41,,0,
VEH-0138,15,Body,FALSE,707.99,745.04,,37.3,,37.05,PASS,0,
VEH-0138,16,Paint,FALSE,745.04,781.96,,37.3,,36.92,,0,
VEH-0138,17,Paint,TRUE,781.96,824.53,42.57,42.2,,42.57,,0,
VEH-0138,18,Paint,FALSE,824.53,876.72,,51,,52.19,,0,
VEH-0138,19,Paint,TRUE,876.72,924.63,47.91,47.3,45.42,47.91,,0,
VEH-0138,20,Paint,TRUE,924.63,965.85,41.22,41.6,,41.22,,0,
VEH-0138,21,Paint,TRUE,965.85,1020.62,54.77,54.5,,54.77,,0,
VEH-0138,22,Paint,TRUE,1020.62,1055.84,35.22,35.6,,35.22,PASS,0,
VEH-0138,23,Final Assembly,TRUE,1055.84,1093.75,37.91,41.7,,37.91,,0,
VEH-0138,24,Final Assembly,TRUE,1093.75,1144.34,50.59,44.7,,50.59,,0,
VEH-0138,25,Final Assembly,TRUE,1144.34,1194.29,49.95,48.2,,49.95,,0,
VEH-0138,27,Final Assembly,TRUE,1252.68,1291.12,38.44,38,42.98,38.44,,0,
VEH-0138,28,Final Assembly,FALSE,1291.12,1340.47,,50.6,,49.35,,0,
VEH-0138,29,Final Assembly,TRUE,1340.47,1390.18,49.71,53.7,44.92,49.71,,0,
VEH-0138,30,Final Assembly,TRUE,1390.18,1419.57,29.39,31.9,,29.39,,0,
